atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
1242,Ventricular pacing.,62.28,0.15,0.0024,20.0,"Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 16.9,n6) | IV conduction defect(lift 9.3,n6)",1.424062697256995
1243,Sinus bradycardia with sinus arrhythmia,52.52,0.25,0.0048,20.0,"Sinus bradycardia with sinus arrhythmia(lift 52.5,n5) | Incomplete RBBB(lift 20.0,n3) | Sinus bradycardia.(lift 13.6,n4)",0.8559625516383659
1244,Sinus bradycardia.,13.55,0.2,0.0148,20.0,"Sinus bradycardia.(lift 13.6,n4) | Sinus bradycardia(lift 8.7,n13)",1.0382045785496885
1245,Marked left axis deviation,47.28,0.15,0.0032,20.0,"Marked left axis deviation(lift 47.3,n3) | RBBB with left anterior fascicular block(lift 36.1,n19) | Possible septal infarct - age undetermined(lift 13.5,n4)",1.0897023255232583
1246,Atrial fibrillation with slow ventricular response.,94.51,0.2,0.0021,20.0,"Atrial fibrillation with slow ventricular response.(lift 94.5,n4) | Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Prolonged QT interval(lift 6.5,n6)",2.81500184366934
1247,rSr'(V1) - probable normal variant,13.97,0.3,0.0215,17.0,"rSr'(V1) - probable normal variant(lift 14.0,n6) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 13.8,n3) | Right bundle branch block(lift 3.6,n3)",3.727711912603824
1248,Sinus bradycardia with 1st degree A-V block,72.02,0.45,0.0062,18.0,"Sinus bradycardia with 1st degree A-V block(lift 72.0,n9) | Sinus bradycardia with borderline 1st degree A-V block(lift 33.2,n4) | Leftward axis(lift 3.6,n3)",5.52363334104133
1249,RBBB with left anterior fascicular block,7.61,0.2,0.0263,18.0,"RBBB with left anterior fascicular block(lift 7.6,n4) | Low QRS voltages in precordial leads(lift 4.0,n4) | Sinus tachycardia(lift 2.9,n3)",0.0027498796927634
1250,RBBB with left anterior fascicular block,20.93,0.55,0.0263,20.0,"RBBB with left anterior fascicular block(lift 20.9,n11) | Sinus rhythm with 1st degree A-V block(lift 20.9,n6) | Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3)",3.2911060141118824
1251,Left anterior fascicular block,31.7,0.5,0.0158,20.0,"Left anterior fascicular block(lift 31.7,n10) | Sinus arrhythmia(lift 10.6,n3) | Left ventricular hypertrophy(lift 5.2,n4)",5.531632991056641
1252,Ventricular pacing.,103.79,0.25,0.0024,20.0,"Ventricular pacing.(lift 103.8,n5) | Demand pacing.(lift 59.9,n3) | Pacemaker rhythm - no further analysis(lift 39.4,n14)",4.07869655702563
1253,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1254,Atrial fibrillation with rapid ventricular response,13.14,0.15,0.0114,20.0,"Atrial fibrillation with rapid ventricular response(lift 13.1,n3) | Inferior/lateral ST-T changes are nonspecific(lift 11.7,n4) | Low QRS voltages in precordial leads(lift 8.9,n9)",8.250889023605218
1255,Sinus tachycardia,13.33,0.7,0.0525,20.0,"Sinus tachycardia(lift 13.3,n14) | Sinus tachycardia.(lift 11.5,n4)",4.315811183260732
1256,Lateral T wave changes are nonspecific,8.69,0.235,0.0271,15.0,"Lateral T wave changes are nonspecific(lift 8.7,n4) | Prolonged QT interval(lift 5.1,n4) | Left axis deviation(lift 1.9,n3)",0.0021249070353172
1257,Sinus bradycardia,2.0,0.15,0.0751,7.0,"Sinus bradycardia(lift 2.0,n3)",2.1326566962695384
1258,Right ventricular hypertrophy,43.3,0.2,0.0046,20.0,"Right ventricular hypertrophy(lift 43.3,n4) | Right axis deviation(lift 38.9,n6) | Right bundle branch block(lift 13.1,n11)",0.0786215603067365
1259,Junctional rhythm,745.37,0.3,0.0004,15.0,"Junctional rhythm(lift 745.4,n6) | Anterior infarct, old(lift 59.9,n3) | Low voltage, extremity leads(lift 51.7,n3)",6.506340347609792
1260,Sinus tachycardia.,17.29,0.3,0.0173,20.0,"Sinus tachycardia.(lift 17.3,n6) | Sinus tachycardia(lift 10.5,n11) | Possible septal infarct - age undetermined(lift 10.1,n3)",8.987231808608373
1261,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1262,Incomplete LBBB,25.67,0.15,0.0058,20.0,"Incomplete LBBB(lift 25.7,n3) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 25.4,n5) | LVH with secondary repolarization abnormality(lift 10.9,n4)",4.695294580862087
1263,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1264,Right axis deviation,25.96,0.2,0.0077,20.0,"Right axis deviation(lift 26.0,n4) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 13.8,n3) | Right bundle branch block(lift 9.5,n8)",0.0079996500153118
1265,"Abnormal R-wave progression, early transition",110.02,0.95,0.0086,20.0,"Abnormal R-wave progression, early transition(lift 110.0,n19) | Probable left atrial enlargement(lift 9.3,n3) | Left ventricular hypertrophy(lift 5.2,n4)",0.4304811664489678
1266,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,4.242064409682077
1267,Prolonged PR interval,21.34,0.15,0.007,11.0,"Prolonged PR interval(lift 21.3,n3)",5.564256563775335
1268,Sinus tachycardia,2.86,0.15,0.0525,14.0,"Sinus tachycardia(lift 2.9,n3)",4.147193560281738
1269,Extensive ST-T changes may be due to myocardial ischemia,14.48,0.2,0.0138,20.0,"Extensive ST-T changes may be due to myocardial ischemia(lift 14.5,n4) | Sinus bradycardia.(lift 13.6,n4) | LVH with secondary repolarization abnormality(lift 10.9,n4)",3.4724730793027807
1270,NO_SPECIFIC_DX,0.0,0.0,0.0,13.0,,0.0018749179723387
1271,Sinus tachycardia.,11.53,0.2,0.0173,18.0,"Sinus tachycardia.(lift 11.5,n4) | Low QRS voltages in limb leads(lift 6.1,n3) | Sinus tachycardia(lift 4.8,n5)",0.0656221290318548
1272,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1273,Left anterior fascicular block,9.51,0.15,0.0158,18.0,"Left anterior fascicular block(lift 9.5,n3) | Left axis deviation(lift 1.6,n3)",12.784565675251708
1274,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,3.304355434449743
1275,Normal ECG based on available leads,124.39,0.35,0.0028,20.0,"Normal ECG based on available leads(lift 124.4,n7) | Low QRS voltages in precordial leads(lift 5.0,n5)",0.1938665183398226
1276,Lateral ST-T changes may be due to hypertrophy and/or ischemia,33.66,0.3,0.0089,20.0,"Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 33.7,n6) | Lateral ST-T changes are probably due to ventricular hypertrophy(lift 26.4,n4) | Sinus tachycardia.(lift 20.2,n7)",4.160442980619598
1277,Possible left anterior fascicular block,18.43,0.25,0.0136,20.0,"Possible left anterior fascicular block(lift 18.4,n5) | Left ventricular hypertrophy(lift 6.5,n5) | IV conduction defect(lift 6.2,n4)",5.248895360827964
1278,Atrial fibrillation.,13.67,0.15,0.011,20.0,"Atrial fibrillation.(lift 13.7,n3) | Atrial fibrillation(lift 8.5,n7) | Prolonged QT interval(lift 6.5,n6)",1.1139512646321723
1279,Left axis deviation,7.08,0.667,0.0941,9.0,"Left axis deviation(lift 7.1,n6)",0.0011249507834032
1280,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Anterior T wave changes are nonspecific(lift 9.5,n4) | Sinus tachycardia(lift 8.6,n9)",0.0871211884480054
1281,Left bundle branch block,34.37,1.0,0.0291,20.0,"Left bundle branch block(lift 34.4,n20) | Left axis deviation(lift 6.9,n13) | Possible inferior infarct - age undetermined(lift 6.5,n5)",2.032411082015162
1282,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1283,Sinus bradycardia,7.33,0.55,0.0751,20.0,"Sinus bradycardia(lift 7.3,n11) | Low QRS voltages in precordial leads(lift 5.0,n5) | Poor R wave progression - probable normal variant(lift 3.2,n3)",0.8374633609779573
1284,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1285,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Low QRS voltages in limb leads(lift 14.2,n7) | Sinus tachycardia(lift 10.5,n11)",0.7154686982444518
1286,Atrial fibrillation,13.38,0.55,0.0411,19.0,"Atrial fibrillation(lift 13.4,n11) | Possible septal infarct - age undetermined(lift 10.1,n3) | Low QRS voltages in precordial leads(lift 6.0,n6)",3.300605598505065
1287,NO_SPECIFIC_DX,0.0,0.0,0.0,10.0,,9.783946952320836
1288,Sinus bradycardia with borderline 1st degree A-V block,33.18,0.2,0.006,20.0,"Sinus bradycardia with borderline 1st degree A-V block(lift 33.2,n4) | Sinus bradycardia(lift 8.0,n12)",4.727793159049291
1289,Low QRS voltages in limb leads,6.1,0.15,0.0246,20.0,"Low QRS voltages in limb leads(lift 6.1,n3) | Right bundle branch block(lift 4.8,n4) | Possible anterior infarct - age undetermined(lift 3.5,n3)",0.2616135544069947
1290,IV conduction defect,24.88,0.8,0.0322,20.0,"IV conduction defect(lift 24.9,n16) | Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Left axis deviation(lift 9.6,n18)",2.403894829601205
1291,Atrial fibrillation with slow ventricular response,26.56,0.15,0.0056,19.0,"Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Indeterminate axis(lift 21.3,n3) | Low QRS voltages in limb leads(lift 8.1,n4)",0.0051247757910591
1292,Lateral infarct - age undetermined,33.3,0.15,0.0045,18.0,"Lateral infarct - age undetermined(lift 33.3,n3) | Possible inferior infarct - age undetermined(lift 5.2,n4) | Inferior infarct - age undetermined(lift 3.8,n4)",7.8941546307349055
1293,Left bundle branch block,25.78,0.75,0.0291,20.0,"Left bundle branch block(lift 25.8,n15) | Probable left atrial enlargement(lift 15.5,n5)",0.4978532189216721
1294,Prolonged QT interval,10.8,0.5,0.0463,20.0,"Prolonged QT interval(lift 10.8,n10) | Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 6.0,n9)",2.332772941183823
1295,Anterior T wave changes are nonspecific,7.13,0.15,0.021,17.0,"Anterior T wave changes are nonspecific(lift 7.1,n3) | Sinus tachycardia(lift 6.7,n7) | Low QRS voltages in precordial leads(lift 4.0,n4)",1.2130719281031457
1296,Sinus rhythm with 1st degree A-V block,24.37,0.35,0.0144,20.0,"Sinus rhythm with 1st degree A-V block(lift 24.4,n7) | Right axis deviation(lift 19.5,n3) | Possible left atrial abnormality(lift 13.4,n5)",3.813958139331404
1297,Possible anterior infarct - age undetermined,3.49,0.15,0.0429,15.0,"Possible anterior infarct - age undetermined(lift 3.5,n3)",0.8089646077984088
1298,Normal ECG based on available leads,53.31,0.15,0.0028,20.0,"Normal ECG based on available leads(lift 53.3,n3) | Inferior T wave changes are nonspecific(lift 5.4,n4) | Poor R wave progression - probable normal variant(lift 3.2,n3)",1.596930134306624
1299,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0007499671889354
1300,Probable left atrial enlargement,12.37,0.2,0.0162,17.0,"Probable left atrial enlargement(lift 12.4,n4)",2.814751854606361
1301,Atrial fibrillation with rapid ventricular response.,46.22,0.35,0.0076,20.0,"Atrial fibrillation with rapid ventricular response.(lift 46.2,n7) | Atrial fibrillation with rapid ventricular response(lift 17.5,n4) | Low QRS voltages in limb leads(lift 14.2,n7)",5.5648815364327815
1302,RBBB with left anterior fascicular block,30.44,0.8,0.0263,20.0,"RBBB with left anterior fascicular block(lift 30.4,n16) | Extensive infarct - age undetermined(lift 24.8,n3) | Atrial fibrillation with rapid ventricular response(lift 13.1,n3)",1.3339416400532478
1303,Pacer detection suspended due to external noise-REVIEW ADVISED,93.9,0.15,0.0016,17.0,"Pacer detection suspended due to external noise-REVIEW ADVISED(lift 93.9,n3) | Ventricular pacing.(lift 62.3,n3) | Demand pacing(lift 44.2,n5)",0.7554669483210109
1304,Left axis deviation,4.55,0.429,0.0941,6.0,"Left axis deviation(lift 4.6,n3)",0.0008749617204247
1305,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0007499671889354
1306,Sinus bradycardia,2.0,0.15,0.0751,17.0,"Sinus bradycardia(lift 2.0,n3)",0.0164992781565806
1307,Inferior T wave changes are nonspecific,5.41,0.2,0.0369,16.0,"Inferior T wave changes are nonspecific(lift 5.4,n4)",8.66224602673633
1308,Extensive infarct - age undetermined,24.8,0.15,0.006,20.0,"Extensive infarct - age undetermined(lift 24.8,n3) | Generalized low QRS voltages(lift 19.6,n3) | Low QRS voltages in precordial leads(lift 6.0,n6)",1.3301918041085703
1309,Leftward axis,8.4,0.35,0.0416,20.0,"Leftward axis(lift 8.4,n7) | IV conduction defect(lift 7.8,n5) | Left ventricular hypertrophy(lift 6.5,n5)",0.0043748086021236
1310,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1311,Atrial flutter with rapid ventricular response with 2:1 A-V block.,175.96,0.15,0.0009,20.0,"Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 176.0,n3) | Atrial fibrillation with rapid ventricular response(lift 21.9,n5) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 15.7,n4)",3.4233502284275064
1312,Inferior/lateral ST-T changes are nonspecific,17.49,0.3,0.0172,20.0,"Inferior/lateral ST-T changes are nonspecific(lift 17.5,n6) | Atrial fibrillation(lift 9.7,n8) | Right bundle branch block(lift 8.4,n7)",0.7128438130831776
1313,Probable supraventricular tachycardia.,725.42,0.35,0.0005,20.0,"Probable supraventricular tachycardia.(lift 725.4,n7) | Probable supraventricular tachycardia(lift 421.1,n4) | Atrial fibrillation with uncontrolled ventricular response.(lift 215.8,n3)",0.3132362959120539
1314,Lateral T wave changes may be due to myocardial ischemia,22.41,0.25,0.0112,20.0,"Lateral T wave changes may be due to myocardial ischemia(lift 22.4,n5) | Generalized low QRS voltages(lift 19.6,n3) | rSr'(V1) - probable normal variant(lift 9.3,n4)",2.927996900135619
1315,Right axis deviation,19.47,0.15,0.0077,20.0,"Right axis deviation(lift 19.5,n3) | Lateral T wave changes may be due to myocardial ischemia(lift 17.9,n4) | Prolonged QT interval(lift 8.6,n8)",2.7965026530089307
1316,Left axis deviation,6.91,0.65,0.0941,20.0,"Left axis deviation(lift 6.9,n13) | Poor R wave progression - probable normal variant(lift 5.4,n5) | Possible anterior infarct - age undetermined(lift 4.7,n4)",5.46376096045798
1317,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0218740430106182
1318,ST junctional depression is nonspecific,15.89,0.2,0.0126,14.0,"ST junctional depression is nonspecific(lift 15.9,n4) | Sinus tachycardia(lift 2.9,n3)",3.5335954052010226
1319,Sinus bradycardia.,16.94,0.25,0.0148,20.0,"Sinus bradycardia.(lift 16.9,n5) | Sinus bradycardia(lift 8.0,n12)",3.0884898785678128
1320,Undetermined rhythm,76.53,0.15,0.002,20.0,"Undetermined rhythm(lift 76.5,n3) | RBBB with left anterior fascicular block(lift 15.2,n8) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",2.591386626835076
1321,Low QRS voltages in limb leads,12.2,0.3,0.0246,20.0,"Low QRS voltages in limb leads(lift 12.2,n6) | Possible inferior infarct - age undetermined(lift 5.2,n4) | Inferior infarct - age undetermined(lift 2.9,n3)",12.615198085083778
1322,Short QT interval,186.92,0.15,0.0008,14.0,"Short QT interval(lift 186.9,n3)",2.3378977169748825
1323,Inferior infarct - age undetermined,9.62,0.5,0.052,20.0,"Inferior infarct - age undetermined(lift 9.6,n10) | Leftward axis(lift 7.2,n6) | Possible inferior infarct - age undetermined(lift 3.9,n3)",5.053653902641759
1324,Extensive ST-T changes are probably due to ventricular hypertrophy,61.56,0.231,0.0037,13.0,"Extensive ST-T changes are probably due to ventricular hypertrophy(lift 61.6,n3) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 23.4,n3) | LVH with secondary repolarization abnormality(lift 21.0,n5)",0.0016249289093602
1325,Sinus rhythm with 1st degree A-V block,10.45,0.15,0.0144,20.0,"Sinus rhythm with 1st degree A-V block(lift 10.4,n3) | Prolonged QT interval(lift 5.4,n5) | Low QRS voltages in precordial leads(lift 3.0,n3)",7.610417044254314
1326,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1327,Extensive infarct - age undetermined,41.34,0.25,0.006,16.0,"Extensive infarct - age undetermined(lift 41.3,n5) | IV conduction defect(lift 6.2,n4) | Low QRS voltages in precordial leads(lift 4.0,n4)",0.0221240320735967
1328,"Lateral ST elevation, CONSIDER ACUTE INFARCT",70.09,0.2,0.0029,20.0,"Lateral ST elevation, CONSIDER ACUTE INFARCT(lift 70.1,n4) | Left bundle branch block(lift 27.5,n16) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 22.9,n5)",2.5988862987244308
1329,Sinus rhythm with borderline 1st degree A-V block,16.35,0.25,0.0153,12.0,"Sinus rhythm with borderline 1st degree A-V block(lift 16.4,n5)",1.4196878886548714
1330,"Lateral ST elevation, CONSIDER ACUTE INFARCT",140.17,0.4,0.0029,20.0,"Lateral ST elevation, CONSIDER ACUTE INFARCT(lift 140.2,n8) | Sinus bradycardia with 1st degree A-V block(lift 40.0,n5) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 36.7,n8)",0.7408425881367691
1331,Prolonged QT interval,8.64,0.4,0.0463,10.0,"Prolonged QT interval(lift 8.6,n4)",0.0012499453148924
1332,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0009999562519139
1333,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1334,"Marked precordial ST depression, CONSIDER ACUTE INFARCT",189.13,0.2,0.0011,20.0,"Marked precordial ST depression, CONSIDER ACUTE INFARCT(lift 189.1,n4) | Right axis deviation(lift 26.0,n4) | Right bundle branch block(lift 7.2,n6)",0.0103745461136075
1335,"Repol abnrm suggests ischemia, diffuse leads",214.3,0.15,0.0007,19.0,"Repol abnrm suggests ischemia, diffuse leads(lift 214.3,n3) | Probable LVH with secondary repol abnrm(lift 184.2,n5) | LVH with secondary repolarization abnormality(lift 19.1,n7)",5.785996862637259
1336,Sinus bradycardia.,10.16,0.15,0.0148,20.0,"Sinus bradycardia.(lift 10.2,n3) | Sinus bradycardia(lift 8.7,n13)",1.953289543582468
1337,Possible left anterior fascicular block,24.57,0.333,0.0136,9.0,"Possible left anterior fascicular block(lift 24.6,n3)",0.0011249507834032
1338,Poor R wave progression - probable normal variant,7.21,0.333,0.0463,11.0,"Poor R wave progression - probable normal variant(lift 7.2,n4)",0.0014999343778709
1339,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,3.76821014080634
1340,Anterior T wave changes are nonspecific,9.51,0.2,0.021,20.0,"Anterior T wave changes are nonspecific(lift 9.5,n4) | Possible anterior infarct - age undetermined(lift 9.3,n8) | Low QRS voltages in precordial leads(lift 6.0,n6)",8.647621666552089
1341,Possible inferior infarct - age undetermined,3.91,0.15,0.0383,14.0,"Possible inferior infarct - age undetermined(lift 3.9,n3) | Inferior infarct - age undetermined(lift 3.8,n4)",4.401182448267888
1342,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1343,Sinus bradycardia with 1st degree A-V block,24.01,0.15,0.0062,20.0,"Sinus bradycardia with 1st degree A-V block(lift 24.0,n3) | IV conduction defect(lift 20.2,n13) | Left axis deviation(lift 6.4,n12)",2.7158811801983664
1344,Extensive ST-T changes may be due to hypertrophy and/or ischemia,35.54,0.35,0.0098,20.0,"Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 35.5,n7) | Atrial fibrillation with rapid ventricular response(lift 26.3,n6) | LVH with secondary repolarization abnormality(lift 21.8,n8)",4.723418350447168
1345,Atrial flutter,88.63,0.15,0.0017,20.0,"Atrial flutter(lift 88.6,n3) | Inferior ST elevation, CONSIDER ACUTE INFARCT(lift 72.8,n5) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 22.9,n5)",1.032329835569694
1346,Left anterior fascicular block,12.68,0.2,0.0158,20.0,"Left anterior fascicular block(lift 12.7,n4) | Short PR interval(lift 10.8,n3) | Sinus bradycardia.(lift 10.2,n3)",0.0038748304761666
1347,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1348,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,0.0011249507834032
1349,Left ventricular hypertrophy,6.51,0.25,0.0384,20.0,"Left ventricular hypertrophy(lift 6.5,n5) | Sinus tachycardia(lift 4.8,n5) | Left axis deviation(lift 4.3,n8)",1.9966626460092367
1350,RBBB and LAFB,181.93,0.4,0.0022,20.0,"RBBB and LAFB(lift 181.9,n8) | Atrial flutter(lift 88.6,n3) | Inferior infarct, old(lift 65.3,n9)",1.457811220759092
1351,Indeterminate axis,49.69,0.35,0.007,20.0,"Indeterminate axis(lift 49.7,n7) | Generalized low QRS voltages(lift 32.7,n5) | Low QRS voltages in limb leads(lift 28.5,n14)",0.2336147793534033
1352,NO_RECORDS,0.0,0.0,0.0,,,0.0
1353,Possible atrial flutter with uncontrolled ventricular response.,1263.21,0.15,0.0001,20.0,"Possible atrial flutter with uncontrolled ventricular response.(lift 1263.2,n3) | Atrial flutter with uncontrolled ventricular response with 2:1 A-V block.(lift 991.8,n3) | Probable supraventricular tachycardia(lift 315.8,n3)",0.327485672501828
1354,NO_SPECIFIC_DX,0.0,0.0,0.0,14.0,,10.874899223158987
1355,"Poor quality data, interpretation may be affected",3636.52,0.15,0.0,19.0,"Poor quality data, interpretation may be affected(lift 3636.5,n3) | Extensive infarct - age undetermined(lift 49.6,n6) | Pacemaker rhythm - no further analysis(lift 11.2,n4)",0.0279987750535914
1356,Sinus tachycardia.,20.17,0.35,0.0173,20.0,"Sinus tachycardia.(lift 20.2,n7) | Sinus tachycardia(lift 8.6,n9) | Possible anterior infarct - age undetermined(lift 8.2,n7)",0.1798671308130269
1357,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0817464235939677
1358,Septal T wave changes are nonspecific,12.6,0.15,0.0119,10.0,"Septal T wave changes are nonspecific(lift 12.6,n3)",3.755835682188904
1359,Atrial flutter with 4:1 A-V block,444.46,0.15,0.0003,20.0,"Atrial flutter with 4:1 A-V block(lift 444.5,n3) | Possible atrial flutter(lift 50.9,n3) | Prolonged QT interval(lift 3.2,n3)",0.2773628653746398
1360,Sinus bradycardia with 1st degree A-V block,32.01,0.2,0.0062,20.0,"Sinus bradycardia with 1st degree A-V block(lift 32.0,n4) | Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Left axis deviation(lift 4.8,n9)",0.0033748523502096
1361,Left bundle branch block,11.46,0.333,0.0291,15.0,"Left bundle branch block(lift 11.5,n5) | Sinus tachycardia(lift 7.6,n6)",0.0018749179723387
1362,Inferior/lateral ST-T changes may be due to myocardial ischemia,15.71,0.2,0.0127,20.0,"Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 15.7,n4) | Extensive ST-T changes may be due to myocardial ischemia(lift 14.5,n4) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3)",4.299436899635641
1363,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1364,Inferior/lateral ST-T changes may be due to myocardial ischemia,23.56,0.3,0.0127,20.0,"Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 23.6,n6) | Right bundle branch block(lift 22.7,n19) | Atrial fibrillation with rapid ventricular response(lift 13.1,n3)",2.2257776222290278
1365,Possible anterior infarct - age undetermined,4.66,0.2,0.0429,15.0,"Possible anterior infarct - age undetermined(lift 4.7,n4)",4.692794690232303
1366,Left bundle branch block,30.93,0.9,0.0291,20.0,"Left bundle branch block(lift 30.9,n18) | Probable left atrial enlargement(lift 18.6,n6)",0.8094645859243658
1367,Atrial fibrillation with uncontrolled ventricular response.,359.73,0.25,0.0007,20.0,"Atrial fibrillation with uncontrolled ventricular response.(lift 359.7,n5) | Marked precordial ST depression, CONSIDER ACUTE INFARCT(lift 331.0,n7) | Atrial fibrillation with uncontrolled ventricular response(lift 189.3,n3)",1.8452942683757585
1368,Lateral T wave changes are nonspecific,8.69,0.235,0.0271,17.0,"Lateral T wave changes are nonspecific(lift 8.7,n4) | Prolonged QT interval(lift 3.8,n3) | Sinus bradycardia(lift 2.4,n3)",0.0021249070353172
1369,RBBB with left anterior fascicular block,19.02,0.5,0.0263,12.0,"RBBB with left anterior fascicular block(lift 19.0,n6) | Inferior T wave changes are nonspecific(lift 9.0,n4) | Possible anterior infarct - age undetermined(lift 7.8,n4)",0.0014999343778709
1370,Left anterior fascicular block,12.68,0.2,0.0158,19.0,"Left anterior fascicular block(lift 12.7,n4) | Left axis deviation(lift 1.6,n3)",0.0032498578187204
1371,Atrial fibrillation with slow ventricular response,26.56,0.15,0.0056,20.0,"Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Extensive ST-T changes may be due to hypertrophy and/or ischemia(lift 15.2,n3) | Prolonged QT interval(lift 14.0,n13)",7.167186435593443
1372,NO_SPECIFIC_DX,0.0,0.0,0.0,15.0,,3.7959589267969527
1373,Anterior T wave changes are nonspecific,9.51,0.2,0.021,14.0,"Anterior T wave changes are nonspecific(lift 9.5,n4) | Poor R wave progression - probable normal variant(lift 4.3,n4) | Possible anterior infarct - age undetermined(lift 3.5,n3)",8.449130350547163
1374,Severe right axis deviation,58.14,0.15,0.0026,20.0,"Severe right axis deviation(lift 58.1,n3) | Marked left axis deviation(lift 47.3,n3) | RBBB with left anterior fascicular block(lift 28.5,n15)",2.6852575199835007
1375,Anterolateral ST-T changes are nonspecific,31.5,0.15,0.0048,19.0,"Anterolateral ST-T changes are nonspecific(lift 31.5,n3) | Possible inferior infarct - age undetermined(lift 7.8,n6) | Sinus bradycardia(lift 6.0,n9)",5.483010118307324
1376,Atrial flutter.,363.65,0.15,0.0004,20.0,"Atrial flutter.(lift 363.7,n3) | Generalized low QRS voltages(lift 32.7,n5) | RBBB with left anterior fascicular block(lift 9.5,n5)",4.546801077452861
1377,"Low voltage, precordial leads",36.87,0.2,0.0054,11.0,"Low voltage, precordial leads(lift 36.9,n4) | Left ventricular hypertrophy(lift 3.9,n3) | Sinus bradycardia(lift 2.0,n3)",3.018492940933834
1378,RBBB and LPFB,372.11,0.2,0.0005,20.0,"RBBB and LPFB(lift 372.1,n4) | RBBB and LAFB(lift 159.2,n7) | Prolonged PR interval(lift 21.3,n3)",1.1264507177810972
1379,"LAD, consider left anterior fascicular block",231.67,0.15,0.0006,20.0,"LAD, consider left anterior fascicular block(lift 231.7,n3) | Inferior infarct, old(lift 29.0,n4) | Prolonged PR interval(lift 21.3,n3)",2.1425312642571885
1380,Possible septal infarct - age undetermined,10.11,0.15,0.0148,18.0,"Possible septal infarct - age undetermined(lift 10.1,n3) | Lateral ST-T changes may be due to myocardial ischemia(lift 8.2,n3) | Prolonged QT interval(lift 5.4,n5)",0.2066159605517258
1381,Sinus rhythm with frequent PVCs,285.95,0.45,0.0016,20.0,"Sinus rhythm with frequent PVCs(lift 286.0,n9) | Sinus rhythm with frequent PVCs.(lift 240.0,n3) | Possible left atrial abnormality(lift 8.0,n3)",0.7884655046341723
1382,Left bundle branch block,34.37,1.0,0.0291,20.0,"Left bundle branch block(lift 34.4,n20) | Sinus tachycardia(lift 11.4,n12)",0.8598373821145325
1383,NO_SPECIFIC_DX,0.0,0.0,0.0,16.0,,2.903122988369258
1384,NO_RECORDS,0.0,0.0,0.0,,,0.0
1385,Prolonged QT interval,3.81,0.176,0.0463,14.0,"Prolonged QT interval(lift 3.8,n3) | Sinus bradycardia(lift 3.1,n4) | Left axis deviation(lift 1.9,n3)",0.0021249070353172
